Block No	Threads	Block Size	Williams Time
18072496	16	0	0.000000ms
18072497	16	0	0.000000ms
18072498	16	0	0.000000ms
18072499	16	0	0.000000ms
18072500	16	0	0.000000ms
18072501	16	0	0.000000ms
18072502	16	0	0.000000ms
18072503	16	0	0.000000ms
18072504	16	0	0.000000ms
18072505	16	0	0.000000ms
18072506	16	0	0.000000ms
18072507	16	0	0.000000ms
18072508	16	0	0.000000ms
18072509	16	0	0.000000ms
18072510	16	0	0.000000ms
18072511	16	0	0.000000ms
18072512	16	0	0.000000ms
18072513	16	0	0.000000ms
18072514	16	0	0.000000ms
18072515	16	0	0.000000ms
18072516	16	0	0.000000ms
18072517	16	0	0.000000ms
18072518	16	0	0.000000ms
18072519	16	0	0.000000ms
18072520	16	0	0.000000ms
18072521	16	0	0.000000ms
18072522	16	0	0.000000ms
18072523	16	0	0.000000ms
18072524	16	0	0.000000ms
18072525	16	0	0.000000ms
18072526	16	0	0.000000ms
18072527	16	0	0.000000ms
18072528	16	0	0.000000ms
18072529	16	0	0.000000ms
18072530	16	0	0.000000ms
18072531	16	0	0.000000ms
18072532	16	0	0.000000ms
18072533	16	0	0.000000ms
18072534	16	0	0.000000ms
18072535	16	0	0.000000ms
18072536	16	0	0.000000ms
18072537	16	0	0.000000ms
18072538	16	0	0.000000ms
18072539	16	0	0.000000ms
18072540	16	0	0.000000ms
18072541	16	0	0.000000ms
18072542	16	0	0.000000ms
18072543	16	0	0.000000ms
18072544	16	0	0.000000ms
18072545	16	0	0.000000ms
18072546	16	0	0.000000ms
18072547	16	0	0.000000ms
18072548	16	0	0.000000ms
18072549	16	0	0.000000ms
18072550	16	0	0.000000ms
18072551	16	0	0.000000ms
18072552	16	0	0.000000ms
18072553	16	0	0.000000ms
18072554	16	0	0.000000ms
18072555	16	0	0.000000ms
18072556	16	0	0.000000ms
18072557	16	0	0.000000ms
18072558	16	0	0.000000ms
18072559	16	0	0.000000ms
18072560	16	0	0.000000ms
18072561	16	0	0.000000ms
18072562	16	0	0.000000ms
18072563	16	0	0.000000ms
18072564	16	0	0.000000ms
18072565	16	0	0.000000ms
18072566	16	0	0.000000ms
18072567	16	0	0.000000ms
18072568	16	0	0.000000ms
18072569	16	0	0.000000ms
18072570	16	0	0.000000ms
18072571	16	0	0.000000ms
18072572	16	0	0.000000ms
18072573	16	0	0.000000ms
18072574	16	0	0.000000ms
18072575	16	0	0.000000ms
18072576	16	0	0.000000ms
18072577	16	0	0.000000ms
18072578	16	0	0.000000ms
18072579	16	0	0.000000ms
18072580	16	0	0.000000ms
18072581	16	0	0.000000ms
18072582	16	0	0.000000ms
18072583	16	0	0.000000ms
18072584	16	0	0.000000ms
18072585	16	0	0.000000ms
18072586	16	0	0.000000ms
18072587	16	0	0.000000ms
18072588	16	0	0.000000ms
18072589	16	0	0.000000ms
18072590	16	0	0.000000ms
18072591	16	0	0.000000ms
18072592	16	0	0.000000ms
18072593	16	0	0.000000ms
18072594	16	0	0.000000ms
18072595	16	0	0.000000ms
18072596	16	0	0.000000ms
18072597	16	0	0.000000ms
18072598	16	0	0.000000ms
18072599	16	0	0.000000ms
18072600	16	0	0.000000ms
18072601	16	0	0.000000ms
18072602	16	0	0.000000ms
18072603	16	0	0.000000ms
18072604	16	0	0.000000ms
18072605	16	0	0.000000ms
18072606	16	0	0.000000ms
18072607	16	0	0.000000ms
18072608	16	0	0.000000ms
18072609	16	0	0.000000ms
18072610	16	0	0.000000ms
18072611	16	0	0.000000ms
18072612	16	0	0.000000ms
18072613	16	0	0.000000ms
18072614	16	0	0.000000ms
18072615	16	0	0.000000ms
18072616	16	0	0.000000ms
18072617	16	0	0.000000ms
18072618	16	0	0.000000ms
18072619	16	0	0.000000ms
18072620	16	0	0.000000ms
18072621	16	0	0.000000ms
18072622	16	0	0.000000ms
18072623	16	0	0.000000ms
18072624	16	0	0.000000ms
18072625	16	0	0.000000ms
18072626	16	0	0.000000ms
18072627	16	0	0.000000ms
18072628	16	0	0.000000ms
18072629	16	0	0.000000ms
18072630	16	0	0.000000ms
18072631	16	0	0.000000ms
18072632	16	0	0.000000ms
18072633	16	0	0.000000ms
18072634	16	0	0.000000ms
18072635	16	0	0.000000ms
18072636	16	0	0.000000ms
18072637	16	0	0.000000ms
18072638	16	0	0.000000ms
18072639	16	0	0.000000ms
18072640	16	0	0.000000ms
18072641	16	0	0.000000ms
18072642	16	0	0.000000ms
18072643	16	0	0.000000ms
18072644	16	0	0.000000ms
18072645	16	0	0.000000ms
18072646	16	0	0.000000ms
18072647	16	0	0.000000ms
18072648	16	0	0.000000ms
18072649	16	0	0.000000ms
18072650	16	0	0.000000ms
18072651	16	0	0.000000ms
18072652	16	0	0.000000ms
18072653	16	0	0.000000ms
18072654	16	0	0.000000ms
18072655	16	0	0.000000ms
18072656	16	0	0.000000ms
18072657	16	0	0.000000ms
18072658	16	0	0.000000ms
18072659	16	0	0.000000ms
18072660	16	0	0.000000ms
18072661	16	0	0.000000ms
18072662	16	0	0.000000ms
18072663	16	0	0.000000ms
18072664	16	0	0.000000ms
18072665	16	0	0.000000ms
18072666	16	0	0.000000ms
18072667	16	0	0.000000ms
18072668	16	0	0.000000ms
18072669	16	0	0.000000ms
18072670	16	0	0.000000ms
18072671	16	0	0.000000ms
18072672	16	0	0.000000ms
18072673	16	0	0.000000ms
18072674	16	0	0.000000ms
18072675	16	0	0.000000ms
18072676	16	0	0.000000ms
18072677	16	0	0.000000ms
18072678	16	0	0.000000ms
18072679	16	0	0.000000ms
18072680	16	0	0.000000ms
18072681	16	0	0.000000ms
18072682	16	0	0.000000ms
18072683	16	0	0.000000ms
18072684	16	0	0.000000ms
18072685	16	0	0.000000ms
18072686	16	0	0.000000ms
18072687	16	0	0.000000ms
18072688	16	0	0.000000ms
18072689	16	0	0.000000ms
18072690	16	0	0.000000ms
18072691	16	0	0.000000ms
18072692	16	0	0.000000ms
18072693	16	0	0.000000ms
18072694	16	0	0.000000ms
18072695	16	0	0.000000ms
18072696	16	0	0.000000ms
18072697	16	0	0.000000ms
18072698	16	0	0.000000ms
18072699	16	0	0.000000ms
18072700	16	0	0.000000ms
18072701	16	0	0.000000ms
18072702	16	0	0.000000ms
18072703	16	0	0.000000ms
18072704	16	0	0.000000ms
18072705	16	0	0.000000ms
18072706	16	0	0.000000ms
18072707	16	0	0.000000ms
18072708	16	0	0.000000ms
18072709	16	0	0.000000ms
18072710	16	0	0.000000ms
18072711	16	0	0.000000ms
18072712	16	0	0.000000ms
18072713	16	0	0.000000ms
18072714	16	0	0.000000ms
18072715	16	0	0.000000ms
18072716	16	0	0.000000ms
18072717	16	0	0.000000ms
18072718	16	0	0.000000ms
18072719	16	0	0.000000ms
18072720	16	0	0.000000ms
18072721	16	0	0.000000ms
18072722	16	0	0.000000ms
18072723	16	0	0.000000ms
18072724	16	0	0.000000ms
18072725	16	0	0.000000ms
18072726	16	0	0.000000ms
18072727	16	0	0.000000ms
18072728	16	0	0.000000ms
18072729	16	0	0.000000ms
18072730	16	0	0.000000ms
18072731	16	0	0.000000ms
18072732	16	0	0.000000ms
18072733	16	0	0.000000ms
18072734	16	0	0.000000ms
18072735	16	0	0.000000ms
18072736	16	0	0.000000ms
18072737	16	0	0.000000ms
18072738	16	0	0.000000ms
18072739	16	0	0.000000ms
18072740	16	0	0.000000ms
18072741	16	0	0.000000ms
18072742	16	0	0.000000ms
18072743	16	0	0.000000ms
18072744	16	0	0.000000ms
18072745	16	0	0.000000ms
18072746	16	0	0.000000ms
18072747	16	0	0.000000ms
18072748	16	0	0.000000ms
18072749	16	0	0.000000ms
18072750	16	0	0.000000ms
18072751	16	0	0.000000ms
18072752	16	0	0.000000ms
18072753	16	0	0.000000ms
18072754	16	0	0.000000ms
18072755	16	0	0.000000ms
18072756	16	0	0.000000ms
18072757	16	0	0.000000ms
18072758	16	0	0.000000ms
18072759	16	0	0.000000ms
18072760	16	0	0.000000ms
18072761	16	0	0.000000ms
18072762	16	0	0.000000ms
18072763	16	0	0.000000ms
18072764	16	0	0.000000ms
18072765	16	0	0.000000ms
18072766	16	0	0.000000ms
18072767	16	0	0.000000ms
18072768	16	0	0.000000ms
18072769	16	0	0.000000ms
18072770	16	0	0.000000ms
18072771	16	0	0.000000ms
18072772	16	0	0.000000ms
18072773	16	0	0.000000ms
18072774	16	0	0.000000ms
18072775	16	0	0.000000ms
18072776	16	0	0.000000ms
18072777	16	0	0.000000ms
18072778	16	0	0.000000ms
18072779	16	0	0.000000ms
18072780	16	0	0.000000ms
18072781	16	0	0.000000ms
18072782	16	0	0.000000ms
18072783	16	0	0.000000ms
18072784	16	0	0.000000ms
18072785	16	0	0.000000ms
18072786	16	0	0.000000ms
18072787	16	0	0.000000ms
18072788	16	0	0.000000ms
18072789	16	0	0.000000ms
18072790	16	0	0.000000ms
18072791	16	0	0.000000ms
18072792	16	0	0.000000ms
18072793	16	0	0.000000ms
18072794	16	0	0.000000ms
18072795	16	0	0.000000ms
18072796	16	0	0.000000ms
18072797	16	0	0.000000ms
18072798	16	0	0.000000ms
18072799	16	0	0.000000ms
18072800	16	0	0.000000ms
18072801	16	0	0.000000ms
18072802	16	0	0.000000ms
18072803	16	0	0.000000ms
18072804	16	0	0.000000ms
18072805	16	0	0.000000ms
18072806	16	0	0.000000ms
18072807	16	0	0.000000ms
18072808	16	0	0.000000ms
18072809	16	0	0.000000ms
18072810	16	0	0.000000ms
18072811	16	0	0.000000ms
18072812	16	0	0.000000ms
18072813	16	0	0.000000ms
18072814	16	0	0.000000ms
18072815	16	0	0.000000ms
18072816	16	0	0.000000ms
18072817	16	0	0.000000ms
18072818	16	0	0.000000ms
18072819	16	0	0.000000ms
18072820	16	0	0.000000ms
18072821	16	0	0.000000ms
18072822	16	0	0.000000ms
18072823	16	0	0.000000ms
18072824	16	0	0.000000ms
18072825	16	0	0.000000ms
18072826	16	0	0.000000ms
18072827	16	0	0.000000ms
18072828	16	0	0.000000ms
18072829	16	0	0.000000ms
18072830	16	0	0.000000ms
18072831	16	0	0.000000ms
18072832	16	0	0.000000ms
18072833	16	0	0.000000ms
18072834	16	0	0.000000ms
18072835	16	0	0.000000ms
18072836	16	0	0.000000ms
18072837	16	0	0.000000ms
18072838	16	0	0.000000ms
18072839	16	0	0.000000ms
18072840	16	0	0.000000ms
18072841	16	0	0.000000ms
18072842	16	0	0.000000ms
18072843	16	0	0.000000ms
18072844	16	0	0.000000ms
18072845	16	0	0.000000ms
18072846	16	0	0.000000ms
18072847	16	0	0.000000ms
18072848	16	0	0.000000ms
18072849	16	0	0.000000ms
18072850	16	0	0.000000ms
18072851	16	0	0.000000ms
18072852	16	0	0.000000ms
18072853	16	0	0.000000ms
18072854	16	0	0.000000ms
18072855	16	0	0.000000ms
18072856	16	0	0.000000ms
18072857	16	0	0.000000ms
18072858	16	0	0.000000ms
18072859	16	0	0.000000ms
18072860	16	0	0.000000ms
18072861	16	0	0.000000ms
18072862	16	0	0.000000ms
18072863	16	0	0.000000ms
18072864	16	0	0.000000ms
18072865	16	0	0.000000ms
18072866	16	0	0.000000ms
18072867	16	0	0.000000ms
18072868	16	0	0.000000ms
18072869	16	0	0.000000ms
18072870	16	0	0.000000ms
18072871	16	0	0.000000ms
18072872	16	0	0.000000ms
18072873	16	0	0.000000ms
18072874	16	0	0.000000ms
18072875	16	0	0.000000ms
18072876	16	0	0.000000ms
18072877	16	0	0.000000ms
18072878	16	0	0.000000ms
18072879	16	0	0.000000ms
18072880	16	0	0.000000ms
18072881	16	0	0.000000ms
18072882	16	0	0.000000ms
18072883	16	0	0.000000ms
18072884	16	0	0.000000ms
18072885	16	0	0.000000ms
18072886	16	0	0.000000ms
18072887	16	0	0.000000ms
18072888	16	0	0.000000ms
18072889	16	0	0.000000ms
18072890	16	0	0.000000ms
18072891	16	0	0.000000ms
18072892	16	0	0.000000ms
18072893	16	0	0.000000ms
18072894	16	0	0.000000ms
18072895	16	0	0.000000ms
18072896	16	0	0.000000ms
18072897	16	0	0.000000ms
18072898	16	0	0.000000ms
18072899	16	0	0.000000ms
18072900	16	0	0.000000ms
18072901	16	0	0.000000ms
18072902	16	0	0.000000ms
18072903	16	0	0.000000ms
18072904	16	0	0.000000ms
18072905	16	0	0.000000ms
18072906	16	0	0.000000ms
18072907	16	0	0.000000ms
18072908	16	0	0.000000ms
18072909	16	0	0.000000ms
18072910	16	0	0.000000ms
18072911	16	0	0.000000ms
18072912	16	0	0.000000ms
18072913	16	0	0.000000ms
18072914	16	0	0.000000ms
18072915	16	0	0.000000ms
18072916	16	0	0.000000ms
18072917	16	0	0.000000ms
18072918	16	0	0.000000ms
18072919	16	0	0.000000ms
18072920	16	0	0.000000ms
18072921	16	0	0.000000ms
18072922	16	0	0.000000ms
18072923	16	0	0.000000ms
18072924	16	0	0.000000ms
18072925	16	0	0.000000ms
18072926	16	0	0.000000ms
18072927	16	0	0.000000ms
18072928	16	0	0.000000ms
18072929	16	0	0.000000ms
18072930	16	0	0.000000ms
18072931	16	0	0.000000ms
18072932	16	0	0.000000ms
18072933	16	0	0.000000ms
18072934	16	0	0.000000ms
18072935	16	0	0.000000ms
18072936	16	0	0.000000ms
18072937	16	0	0.000000ms
18072938	16	0	0.000000ms
18072939	16	0	0.000000ms
18072940	16	0	0.000000ms
18072941	16	0	0.000000ms
18072942	16	0	0.000000ms
18072943	16	0	0.000000ms
18072944	16	0	0.000000ms
18072945	16	0	0.000000ms
18072946	16	0	0.000000ms
18072947	16	0	0.000000ms
18072948	16	0	0.000000ms
18072949	16	0	0.000000ms
18072950	16	0	0.000000ms
18072951	16	0	0.000000ms
18072952	16	0	0.000000ms
18072953	16	0	0.000000ms
18072954	16	0	0.000000ms
18072955	16	0	0.000000ms
18072956	16	0	0.000000ms
18072957	16	0	0.000000ms
18072958	16	0	0.000000ms
18072959	16	0	0.000000ms
18072960	16	0	0.000000ms
18072961	16	0	0.000000ms
18072962	16	0	0.000000ms
18072963	16	0	0.000000ms
18072964	16	0	0.000000ms
18072965	16	0	0.000000ms
18072966	16	0	0.000000ms
18072967	16	0	0.000000ms
18072968	16	0	0.000000ms
18072969	16	0	0.000000ms
18072970	16	0	0.000000ms
18072971	16	0	0.000000ms
18072972	16	0	0.000000ms
18072973	16	0	0.000000ms
18072974	16	0	0.000000ms
18072975	16	0	0.000000ms
18072976	16	0	0.000000ms
18072977	16	0	0.000000ms
18072978	16	0	0.000000ms
18072979	16	0	0.000000ms
18072980	16	0	0.000000ms
18072981	16	0	0.000000ms
18072982	16	0	0.000000ms
18072983	16	0	0.000000ms
18072984	16	0	0.000000ms
18072985	16	0	0.000000ms
18072986	16	0	0.000000ms
18072987	16	0	0.000000ms
18072988	16	0	0.000000ms
18072989	16	0	0.000000ms
18072990	16	0	0.000000ms
18072991	16	0	0.000000ms
18072992	16	0	0.000000ms
18072993	16	0	0.000000ms
18072994	16	0	0.000000ms
18072995	16	0	0.000000ms
18072996	16	0	0.000000ms
18072997	16	0	0.000000ms
18072998	16	0	0.000000ms
18072999	16	0	0.000000ms
18073000	16	0	0.000000ms
18073001	16	0	0.000000ms
18073002	16	0	0.000000ms
18073003	16	0	0.000000ms
18073004	16	0	0.000000ms
18073005	16	0	0.000000ms
18073006	16	0	0.000000ms
18073007	16	0	0.000000ms
18073008	16	0	0.000000ms
18073009	16	0	0.000000ms
18073010	16	0	0.000000ms
18073011	16	0	0.000000ms
18073012	16	0	0.000000ms
18073013	16	0	0.000000ms
18073014	16	0	0.000000ms
18073015	16	0	0.000000ms
18073016	16	0	0.000000ms
18073017	16	0	0.000000ms
18073018	16	0	0.000000ms
18073019	16	0	0.000000ms
18073020	16	0	0.000000ms
18073021	16	0	0.000000ms
18073022	16	0	0.000000ms
18073023	16	0	0.000000ms
18073024	16	0	0.000000ms
18073025	16	0	0.000000ms
18073026	16	0	0.000000ms
18073027	16	0	0.000000ms
18073028	16	0	0.000000ms
18073029	16	0	0.000000ms
18073030	16	0	0.000000ms
18073031	16	0	0.000000ms
18073032	16	0	0.000000ms
18073033	16	0	0.000000ms
18073034	16	0	0.000000ms
18073035	16	0	0.000000ms
18073036	16	0	0.000000ms
18073037	16	0	0.000000ms
18073038	16	0	0.000000ms
18073039	16	0	0.000000ms
18073040	16	0	0.000000ms
18073041	16	0	0.000000ms
18073042	16	0	0.000000ms
18073043	16	0	0.000000ms
18073044	16	0	0.000000ms
18073045	16	0	0.000000ms
18073046	16	0	0.000000ms
18073047	16	0	0.000000ms
18073048	16	0	0.000000ms
18073049	16	0	0.000000ms
18073050	16	0	0.000000ms
18073051	16	0	0.000000ms
18073052	16	0	0.000000ms
18073053	16	0	0.000000ms
18073054	16	0	0.000000ms
18073055	16	0	0.000000ms
18073056	16	0	0.000000ms
18073057	16	0	0.000000ms
18073058	16	0	0.000000ms
18073059	16	0	0.000000ms
18073060	16	0	0.000000ms
18073061	16	0	0.000000ms
18073062	16	0	0.000000ms
18073063	16	0	0.000000ms
18073064	16	0	0.000000ms
18073065	16	0	0.000000ms
18073066	16	0	0.000000ms
18073067	16	0	0.000000ms
18073068	16	0	0.000000ms
18073069	16	0	0.000000ms
18073070	16	0	0.000000ms
18073071	16	0	0.000000ms
18073072	16	0	0.000000ms
18073073	16	0	0.000000ms
18073074	16	0	0.000000ms
18073075	16	0	0.000000ms
18073076	16	0	0.000000ms
18073077	16	0	0.000000ms
18073078	16	0	0.000000ms
18073079	16	0	0.000000ms
18073080	16	0	0.000000ms
18073081	16	0	0.000000ms
18073082	16	0	0.000000ms
18073083	16	0	0.000000ms
18073084	16	0	0.000000ms
18073085	16	0	0.000000ms
18073086	16	0	0.000000ms
18073087	16	0	0.000000ms
18073088	16	0	0.000000ms
18073089	16	0	0.000000ms
18073090	16	0	0.000000ms
18073091	16	0	0.000000ms
18073092	16	0	0.000000ms
18073093	16	0	0.000000ms
18073094	16	0	0.000000ms
18073095	16	0	0.000000ms
18073096	16	0	0.000000ms
18073097	16	0	0.000000ms
18073098	16	0	0.000000ms
18073099	16	0	0.000000ms
18073100	16	0	0.000000ms
18073101	16	0	0.000000ms
18073102	16	0	0.000000ms
18073103	16	0	0.000000ms
18073104	16	0	0.000000ms
18073105	16	0	0.000000ms
18073106	16	0	0.000000ms
18073107	16	0	0.000000ms
18073108	16	0	0.000000ms
18073109	16	0	0.000000ms
18073110	16	0	0.000000ms
18073111	16	0	0.000000ms
18073112	16	0	0.000000ms
18073113	16	0	0.000000ms
18073114	16	0	0.000000ms
18073115	16	0	0.000000ms
18073116	16	0	0.000000ms
18073117	16	0	0.000000ms
18073118	16	0	0.000000ms
18073119	16	0	0.000000ms
18073120	16	0	0.000000ms
18073121	16	0	0.000000ms
18073122	16	0	0.000000ms
18073123	16	0	0.000000ms
18073124	16	0	0.000000ms
18073125	16	0	0.000000ms
18073126	16	0	0.000000ms
18073127	16	0	0.000000ms
18073128	16	0	0.000000ms
18073129	16	0	0.000000ms
18073130	16	0	0.000000ms
18073131	16	0	0.000000ms
18073132	16	0	0.000000ms
18073133	16	0	0.000000ms
18073134	16	0	0.000000ms
18073135	16	0	0.000000ms
18073136	16	0	0.000000ms
18073137	16	0	0.000000ms
18073138	16	0	0.000000ms
18073139	16	0	0.000000ms
18073140	16	0	0.000000ms
18073141	16	0	0.000000ms
18073142	16	0	0.000000ms
18073143	16	0	0.000000ms
18073144	16	0	0.000000ms
18073145	16	0	0.000000ms
18073146	16	0	0.000000ms
18073147	16	0	0.000000ms
18073148	16	0	0.000000ms
18073149	16	0	0.000000ms
18073150	16	0	0.000000ms
18073151	16	0	0.000000ms
18073152	16	0	0.000000ms
18073153	16	0	0.000000ms
18073154	16	0	0.000000ms
18073155	16	0	0.000000ms
18073156	16	0	0.000000ms
18073157	16	0	0.000000ms
18073158	16	0	0.000000ms
18073159	16	0	0.000000ms
18073160	16	0	0.000000ms
18073161	16	0	0.000000ms
18073162	16	0	0.000000ms
18073163	16	0	0.000000ms
18073164	16	0	0.000000ms
18073165	16	0	0.000000ms
18073166	16	0	0.000000ms
18073167	16	0	0.000000ms
18073168	16	0	0.000000ms
18073169	16	0	0.000000ms
18073170	16	0	0.000000ms
18073171	16	0	0.000000ms
18073172	16	0	0.000000ms
18073173	16	0	0.000000ms
18073174	16	0	0.000000ms
18073175	16	0	0.000000ms
18073176	16	0	0.000000ms
18073177	16	0	0.000000ms
18073178	16	0	0.000000ms
18073179	16	0	0.000000ms
18073180	16	0	0.000000ms
18073181	16	0	0.000000ms
18073182	16	0	0.000000ms
18073183	16	0	0.000000ms
18073184	16	0	0.000000ms
18073185	16	0	0.000000ms
18073186	16	0	0.000000ms
18073187	16	0	0.000000ms
18073188	16	0	0.000000ms
18073189	16	0	0.000000ms
18073190	16	0	0.000000ms
18073191	16	0	0.000000ms
18073192	16	0	0.000000ms
18073193	16	0	0.000000ms
18073194	16	0	0.000000ms
18073195	16	0	0.000000ms
18073196	16	0	0.000000ms
18073197	16	0	0.000000ms
18073198	16	0	0.000000ms
18073199	16	0	0.000000ms
18073200	16	0	0.000000ms
18073201	16	0	0.000000ms
18073202	16	0	0.000000ms
18073203	16	0	0.000000ms
18073204	16	0	0.000000ms
18073205	16	0	0.000000ms
18073206	16	0	0.000000ms
18073207	16	0	0.000000ms
18073208	16	0	0.000000ms
18073209	16	0	0.000000ms
18073210	16	0	0.000000ms
18073211	16	0	0.000000ms
18073212	16	0	0.000000ms
18073213	16	0	0.000000ms
18073214	16	0	0.000000ms
18073215	16	0	0.000000ms
18073216	16	0	0.000000ms
18073217	16	0	0.000000ms
18073218	16	0	0.000000ms
18073219	16	0	0.000000ms
18073220	16	0	0.000000ms
18073221	16	0	0.000000ms
18073222	16	0	0.000000ms
18073223	16	0	0.000000ms
18073224	16	0	0.000000ms
18073225	16	0	0.000000ms
18073226	16	0	0.000000ms
18073227	16	0	0.000000ms
18073228	16	0	0.000000ms
18073229	16	0	0.000000ms
18073230	16	0	0.000000ms
18073231	16	0	0.000000ms
18073232	16	0	0.000000ms
18073233	16	0	0.000000ms
18073234	16	0	0.000000ms
18073235	16	0	0.000000ms
18073236	16	0	0.000000ms
18073237	16	0	0.000000ms
18073238	16	0	0.000000ms
18073239	16	0	0.000000ms
18073240	16	0	0.000000ms
18073241	16	0	0.000000ms
18073242	16	0	0.000000ms
18073243	16	0	0.000000ms
18073244	16	0	0.000000ms
18073245	16	0	0.000000ms
18073246	16	0	0.000000ms
18073247	16	0	0.000000ms
18073248	16	0	0.000000ms
18073249	16	0	0.000000ms
18073250	16	0	0.000000ms
18073251	16	0	0.000000ms
18073252	16	0	0.000000ms
18073253	16	0	0.000000ms
18073254	16	0	0.000000ms
18073255	16	0	0.000000ms
18073256	16	0	0.000000ms
18073257	16	0	0.000000ms
18073258	16	0	0.000000ms
18073259	16	0	0.000000ms
18073260	16	0	0.000000ms
18073261	16	0	0.000000ms
18073262	16	0	0.000000ms
18073263	16	0	0.000000ms
18073264	16	0	0.000000ms
18073265	16	0	0.000000ms
18073266	16	0	0.000000ms
18073267	16	0	0.000000ms
18073268	16	0	0.000000ms
18073269	16	0	0.000000ms
18073270	16	0	0.000000ms
18073271	16	0	0.000000ms
18073272	16	0	0.000000ms
18073273	16	0	0.000000ms
18073274	16	0	0.000000ms
18073275	16	0	0.000000ms
18073276	16	0	0.000000ms
18073277	16	0	0.000000ms
18073278	16	0	0.000000ms
18073279	16	0	0.000000ms
18073280	16	0	0.000000ms
18073281	16	0	0.000000ms
18073282	16	0	0.000000ms
18073283	16	0	0.000000ms
18073284	16	0	0.000000ms
18073285	16	0	0.000000ms
18073286	16	0	0.000000ms
18073287	16	0	0.000000ms
18073288	16	0	0.000000ms
18073289	16	0	0.000000ms
18073290	16	0	0.000000ms
18073291	16	0	0.000000ms
18073292	16	0	0.000000ms
18073293	16	0	0.000000ms
18073294	16	0	0.000000ms
18073295	16	0	0.000000ms
18073296	16	0	0.000000ms
18073297	16	0	0.000000ms
18073298	16	0	0.000000ms
18073299	16	0	0.000000ms
18073300	16	0	0.000000ms
18073301	16	0	0.000000ms
18073302	16	0	0.000000ms
18073303	16	0	0.000000ms
18073304	16	0	0.000000ms
18073305	16	0	0.000000ms
18073306	16	0	0.000000ms
18073307	16	0	0.000000ms
18073308	16	0	0.000000ms
18073309	16	0	0.000000ms
18073310	16	0	0.000000ms
18073311	16	0	0.000000ms
18073312	16	0	0.000000ms
18073313	16	0	0.000000ms
18073314	16	0	0.000000ms
18073315	16	0	0.000000ms
18073316	16	0	0.000000ms
18073317	16	0	0.000000ms
18073318	16	0	0.000000ms
18073319	16	0	0.000000ms
18073320	16	0	0.000000ms
18073321	16	0	0.000000ms
18073322	16	0	0.000000ms
18073323	16	0	0.000000ms
18073324	16	0	0.000000ms
18073325	16	0	0.000000ms
18073326	16	0	0.000000ms
18073327	16	0	0.000000ms
18073328	16	0	0.000000ms
18073329	16	0	0.000000ms
18073330	16	0	0.000000ms
18073331	16	0	0.000000ms
18073332	16	0	0.000000ms
18073333	16	0	0.000000ms
18073334	16	0	0.000000ms
18073335	16	0	0.000000ms
18073336	16	0	0.000000ms
18073337	16	0	0.000000ms
18073338	16	0	0.000000ms
18073339	16	0	0.000000ms
18073340	16	0	0.000000ms
18073341	16	0	0.000000ms
18073342	16	0	0.000000ms
18073343	16	0	0.000000ms
18073344	16	0	0.000000ms
18073345	16	0	0.000000ms
18073346	16	0	0.000000ms
18073347	16	0	0.000000ms
18073348	16	0	0.000000ms
18073349	16	0	0.000000ms
18073350	16	0	0.000000ms
18073351	16	0	0.000000ms
18073352	16	0	0.000000ms
18073353	16	0	0.000000ms
18073354	16	0	0.000000ms
18073355	16	0	0.000000ms
18073356	16	0	0.000000ms
18073357	16	0	0.000000ms
18073358	16	0	0.000000ms
18073359	16	0	0.000000ms
18073360	16	0	0.000000ms
18073361	16	0	0.000000ms
