Block No	Threads	Block Size	Williams Time
18071562	16	0	0.000000ms
18071563	16	0	0.000000ms
18071564	16	0	0.000000ms
18071565	16	0	0.000000ms
18071566	16	0	0.000000ms
18071567	16	0	0.000000ms
18071568	16	0	0.000000ms
18071569	16	0	0.000000ms
18071570	16	0	0.000000ms
18071571	16	0	0.000000ms
18071572	16	0	0.000000ms
18071573	16	0	0.000000ms
18071574	16	0	0.000000ms
18071575	16	0	0.000000ms
18071576	16	0	0.000000ms
18071577	16	0	0.000000ms
18071578	16	0	0.000000ms
18071579	16	0	0.000000ms
18071580	16	0	0.000000ms
18071581	16	0	0.000000ms
18071582	16	0	0.000000ms
18071583	16	0	0.000000ms
18071584	16	0	0.000000ms
18071585	16	0	0.000000ms
18071586	16	0	0.000000ms
18071587	16	0	0.000000ms
18071588	16	0	0.000000ms
18071589	16	0	0.000000ms
18071590	16	0	0.000000ms
18071591	16	0	0.000000ms
18071592	16	0	0.000000ms
18071593	16	0	0.000000ms
18071594	16	0	0.000000ms
18071595	16	0	0.000000ms
18071596	16	0	0.000000ms
18071597	16	0	0.000000ms
18071598	16	0	0.000000ms
18071599	16	0	0.000000ms
18071600	16	0	0.000000ms
18071601	16	0	0.000000ms
18071602	16	0	0.000000ms
18071603	16	0	0.000000ms
18071604	16	0	0.000000ms
18071605	16	0	0.000000ms
18071606	16	0	0.000000ms
18071607	16	0	0.000000ms
18071608	16	0	0.000000ms
18071609	16	0	0.000000ms
18071610	16	0	0.000000ms
18071611	16	0	0.000000ms
18071612	16	0	0.000000ms
18071613	16	0	0.000000ms
18071614	16	0	0.000000ms
18071615	16	0	0.000000ms
18071616	16	0	0.000000ms
18071617	16	0	0.000000ms
18071618	16	0	0.000000ms
18071619	16	0	0.000000ms
18071620	16	0	0.000000ms
18071621	16	0	0.000000ms
18071622	16	0	0.000000ms
18071623	16	0	0.000000ms
18071624	16	0	0.000000ms
18071625	16	0	0.000000ms
18071626	16	0	0.000000ms
18071627	16	0	0.000000ms
18071628	16	0	0.000000ms
18071629	16	0	0.000000ms
18071630	16	0	0.000000ms
18071631	16	0	0.000000ms
18071632	16	0	0.000000ms
18071633	16	0	0.000000ms
18071634	16	0	0.000000ms
18071635	16	0	0.000000ms
18071636	16	0	0.000000ms
18071637	16	0	0.000000ms
18071638	16	0	0.000000ms
18071639	16	0	0.000000ms
18071640	16	0	0.000000ms
18071641	16	0	0.000000ms
18071642	16	0	0.000000ms
18071643	16	0	0.000000ms
18071644	16	0	0.000000ms
18071645	16	0	0.000000ms
18071646	16	0	0.000000ms
18071647	16	0	0.000000ms
18071648	16	0	0.000000ms
18071649	16	0	0.000000ms
18071650	16	0	0.000000ms
18071651	16	0	0.000000ms
18071652	16	0	0.000000ms
18071653	16	0	0.000000ms
18071654	16	0	0.000000ms
18071655	16	0	0.000000ms
18071656	16	0	0.000000ms
18071657	16	0	0.000000ms
18071658	16	0	0.000000ms
18071659	16	0	0.000000ms
18071660	16	0	0.000000ms
18071661	16	0	0.000000ms
18071662	16	0	0.000000ms
18071663	16	0	0.000000ms
18071664	16	0	0.000000ms
18071665	16	0	0.000000ms
18071666	16	0	0.000000ms
18071667	16	0	0.000000ms
18071668	16	0	0.000000ms
18071669	16	0	0.000000ms
18071670	16	0	0.000000ms
18071671	16	0	0.000000ms
18071672	16	0	0.000000ms
18071673	16	0	0.000000ms
18071674	16	0	0.000000ms
18071675	16	0	0.000000ms
18071676	16	0	0.000000ms
18071677	16	0	0.000000ms
18071678	16	0	0.000000ms
18071679	16	0	0.000000ms
18071680	16	0	0.000000ms
18071681	16	0	0.000000ms
18071682	16	0	0.000000ms
18071683	16	0	0.000000ms
18071684	16	0	0.000000ms
18071685	16	0	0.000000ms
18071686	16	0	0.000000ms
18071687	16	0	0.000000ms
18071688	16	0	0.000000ms
18071689	16	0	0.000000ms
18071690	16	0	0.000000ms
18071691	16	0	0.000000ms
18071692	16	0	0.000000ms
18071693	16	0	0.000000ms
18071694	16	0	0.000000ms
18071695	16	0	0.000000ms
18071696	16	0	0.000000ms
18071697	16	0	0.000000ms
18071698	16	0	0.000000ms
18071699	16	0	0.000000ms
18071700	16	0	0.000000ms
18071701	16	0	0.000000ms
18071702	16	0	0.000000ms
18071703	16	0	0.000000ms
18071704	16	0	0.000000ms
18071705	16	0	0.000000ms
18071706	16	0	0.000000ms
18071707	16	0	0.000000ms
18071708	16	0	0.000000ms
18071709	16	0	0.000000ms
18071710	16	0	0.000000ms
18071711	16	0	0.000000ms
18071712	16	0	0.000000ms
18071713	16	0	0.000000ms
18071714	16	0	0.000000ms
18071715	16	0	0.000000ms
18071716	16	0	0.000000ms
18071717	16	0	0.000000ms
18071718	16	0	0.000000ms
18071719	16	0	0.000000ms
18071720	16	0	0.000000ms
18071721	16	0	0.000000ms
18071722	16	0	0.000000ms
18071723	16	0	0.000000ms
18071724	16	0	0.000000ms
18071725	16	0	0.000000ms
18071726	16	0	0.000000ms
18071727	16	0	0.000000ms
18071728	16	0	0.000000ms
18071729	16	0	0.000000ms
18071730	16	0	0.000000ms
18071731	16	0	0.000000ms
18071732	16	0	0.000000ms
18071733	16	0	0.000000ms
18071734	16	0	0.000000ms
18071735	16	0	0.000000ms
18071736	16	0	0.000000ms
18071737	16	0	0.000000ms
18071738	16	0	0.000000ms
18071739	16	0	0.000000ms
18071740	16	0	0.000000ms
18071741	16	0	0.000000ms
18071742	16	0	0.000000ms
18071743	16	0	0.000000ms
18071744	16	0	0.000000ms
18071745	16	0	0.000000ms
18071746	16	0	0.000000ms
18071747	16	0	0.000000ms
18071748	16	0	0.000000ms
18071749	16	0	0.000000ms
18071750	16	0	0.000000ms
18071751	16	0	0.000000ms
18071752	16	0	0.000000ms
18071753	16	0	0.000000ms
18071754	16	0	0.000000ms
18071755	16	0	0.000000ms
18071756	16	0	0.000000ms
18071757	16	0	0.000000ms
18071758	16	0	0.000000ms
18071759	16	0	0.000000ms
18071760	16	0	0.000000ms
18071761	16	0	0.000000ms
18071762	16	0	0.000000ms
18071763	16	0	0.000000ms
18071764	16	0	0.000000ms
18071765	16	0	0.000000ms
18071766	16	0	0.000000ms
18071767	16	0	0.000000ms
18071768	16	0	0.000000ms
18071769	16	0	0.000000ms
18071770	16	0	0.000000ms
18071771	16	0	0.000000ms
18071772	16	0	0.000000ms
18071773	16	0	0.000000ms
18071774	16	0	0.000000ms
18071775	16	0	0.000000ms
18071776	16	0	0.000000ms
18071777	16	0	0.000000ms
18071778	16	0	0.000000ms
18071779	16	0	0.000000ms
18071780	16	0	0.000000ms
18071781	16	0	0.000000ms
18071782	16	0	0.000000ms
18071783	16	0	0.000000ms
18071784	16	0	0.000000ms
18071785	16	0	0.000000ms
18071786	16	0	0.000000ms
18071787	16	0	0.000000ms
18071788	16	0	0.000000ms
18071789	16	0	0.000000ms
18071790	16	0	0.000000ms
18071791	16	0	0.000000ms
18071792	16	0	0.000000ms
18071793	16	0	0.000000ms
18071794	16	0	0.000000ms
18071795	16	0	0.000000ms
18071796	16	0	0.000000ms
18071797	16	0	0.000000ms
18071798	16	0	0.000000ms
18071799	16	0	0.000000ms
18071800	16	0	0.000000ms
18071801	16	0	0.000000ms
18071802	16	0	0.000000ms
18071803	16	0	0.000000ms
18071804	16	0	0.000000ms
18071805	16	0	0.000000ms
18071806	16	0	0.000000ms
18071807	16	0	0.000000ms
18071808	16	0	0.000000ms
18071809	16	0	0.000000ms
18071810	16	0	0.000000ms
18071811	16	0	0.000000ms
18071812	16	0	0.000000ms
18071813	16	0	0.000000ms
18071814	16	0	0.000000ms
18071815	16	0	0.000000ms
18071816	16	0	0.000000ms
18071817	16	0	0.000000ms
18071818	16	0	0.000000ms
18071819	16	0	0.000000ms
18071820	16	0	0.000000ms
18071821	16	0	0.000000ms
18071822	16	0	0.000000ms
18071823	16	0	0.000000ms
18071824	16	0	0.000000ms
18071825	16	0	0.000000ms
18071826	16	0	0.000000ms
18071827	16	0	0.000000ms
18071828	16	0	0.000000ms
18071829	16	0	0.000000ms
18071830	16	0	0.000000ms
18071831	16	0	0.000000ms
18071832	16	0	0.000000ms
18071833	16	0	0.000000ms
18071834	16	0	0.000000ms
18071835	16	0	0.000000ms
18071836	16	0	0.000000ms
18071837	16	0	0.000000ms
18071838	16	0	0.000000ms
18071839	16	0	0.000000ms
18071840	16	0	0.000000ms
18071841	16	0	0.000000ms
18071842	16	0	0.000000ms
18071843	16	0	0.000000ms
18071844	16	0	0.000000ms
18071845	16	0	0.000000ms
18071846	16	0	0.000000ms
18071847	16	0	0.000000ms
18071848	16	0	0.000000ms
18071849	16	0	0.000000ms
18071850	16	0	0.000000ms
18071851	16	0	0.000000ms
18071852	16	0	0.000000ms
18071853	16	0	0.000000ms
18071854	16	0	0.000000ms
18071855	16	0	0.000000ms
18071856	16	0	0.000000ms
18071857	16	0	0.000000ms
18071858	16	0	0.000000ms
18071859	16	0	0.000000ms
18071860	16	0	0.000000ms
18071861	16	0	0.000000ms
18071862	16	0	0.000000ms
18071863	16	0	0.000000ms
18071864	16	0	0.000000ms
18071865	16	0	0.000000ms
18071866	16	0	0.000000ms
18071867	16	0	0.000000ms
18071868	16	0	0.000000ms
18071869	16	0	0.000000ms
18071870	16	0	0.000000ms
18071871	16	0	0.000000ms
18071872	16	0	0.000000ms
18071873	16	0	0.000000ms
18071874	16	0	0.000000ms
18071875	16	0	0.000000ms
18071876	16	0	0.000000ms
18071877	16	0	0.000000ms
18071878	16	0	0.000000ms
18071879	16	0	0.000000ms
18071880	16	0	0.000000ms
18071881	16	0	0.000000ms
18071882	16	0	0.000000ms
18071883	16	0	0.000000ms
18071884	16	0	0.000000ms
18071885	16	0	0.000000ms
18071886	16	0	0.000000ms
18071887	16	0	0.000000ms
18071888	16	0	0.000000ms
18071889	16	0	0.000000ms
18071890	16	0	0.000000ms
18071891	16	0	0.000000ms
18071892	16	0	0.000000ms
18071893	16	0	0.000000ms
18071894	16	0	0.000000ms
18071895	16	0	0.000000ms
18071896	16	0	0.000000ms
18071897	16	0	0.000000ms
18071898	16	0	0.000000ms
18071899	16	0	0.000000ms
18071900	16	0	0.000000ms
18071901	16	0	0.000000ms
18071902	16	0	0.000000ms
18071903	16	0	0.000000ms
18071904	16	0	0.000000ms
18071905	16	0	0.000000ms
18071906	16	0	0.000000ms
18071907	16	0	0.000000ms
18071908	16	0	0.000000ms
18071909	16	0	0.000000ms
18071910	16	0	0.000000ms
18071911	16	0	0.000000ms
18071912	16	0	0.000000ms
18071913	16	0	0.000000ms
18071914	16	0	0.000000ms
18071915	16	0	0.000000ms
18071916	16	0	0.000000ms
18071917	16	0	0.000000ms
18071918	16	0	0.000000ms
18071919	16	0	0.000000ms
18071920	16	0	0.000000ms
18071921	16	0	0.000000ms
18071922	16	0	0.000000ms
18071923	16	0	0.000000ms
18071924	16	0	0.000000ms
18071925	16	0	0.000000ms
18071926	16	0	0.000000ms
18071927	16	0	0.000000ms
18071928	16	0	0.000000ms
18071929	16	0	0.000000ms
18071930	16	0	0.000000ms
18071931	16	0	0.000000ms
18071932	16	0	0.000000ms
18071933	16	0	0.000000ms
18071934	16	0	0.000000ms
18071935	16	0	0.000000ms
18071936	16	0	0.000000ms
18071937	16	0	0.000000ms
18071938	16	0	0.000000ms
18071939	16	0	0.000000ms
18071940	16	0	0.000000ms
18071941	16	0	0.000000ms
18071942	16	0	0.000000ms
18071943	16	0	0.000000ms
18071944	16	0	0.000000ms
18071945	16	0	0.000000ms
18071946	16	0	0.000000ms
18071947	16	0	0.000000ms
18071948	16	0	0.000000ms
18071949	16	0	0.000000ms
18071950	16	0	0.000000ms
18071951	16	0	0.000000ms
18071952	16	0	0.000000ms
18071953	16	0	0.000000ms
18071954	16	0	0.000000ms
18071955	16	0	0.000000ms
18071956	16	0	0.000000ms
18071957	16	0	0.000000ms
18071958	16	0	0.000000ms
18071959	16	0	0.000000ms
18071960	16	0	0.000000ms
18071961	16	0	0.000000ms
18071962	16	0	0.000000ms
18071963	16	0	0.000000ms
18071964	16	0	0.000000ms
18071965	16	0	0.000000ms
18071966	16	0	0.000000ms
18071967	16	0	0.000000ms
18071968	16	0	0.000000ms
18071969	16	0	0.000000ms
18071970	16	0	0.000000ms
18071971	16	0	0.000000ms
18071972	16	0	0.000000ms
18071973	16	0	0.000000ms
18071974	16	0	0.000000ms
18071975	16	0	0.000000ms
18071976	16	0	0.000000ms
18071977	16	0	0.000000ms
18071978	16	0	0.000000ms
18071979	16	0	0.000000ms
18071980	16	0	0.000000ms
18071981	16	0	0.000000ms
18071982	16	0	0.000000ms
18071983	16	0	0.000000ms
18071984	16	0	0.000000ms
18071985	16	0	0.000000ms
18071986	16	0	0.000000ms
18071987	16	0	0.000000ms
18071988	16	0	0.000000ms
18071989	16	0	0.000000ms
18071990	16	0	0.000000ms
18071991	16	0	0.000000ms
18071992	16	0	0.000000ms
18071993	16	0	0.000000ms
18071994	16	0	0.000000ms
18071995	16	0	0.000000ms
18071996	16	0	0.000000ms
18071997	16	0	0.000000ms
18071998	16	0	0.000000ms
18071999	16	0	0.000000ms
18072000	16	0	0.000000ms
18072001	16	0	0.000000ms
18072002	16	0	0.000000ms
18072003	16	0	0.000000ms
18072004	16	0	0.000000ms
18072005	16	159	0.713000ms
18072006	16	0	0.000000ms
18072007	16	0	0.000000ms
18072008	16	0	0.000000ms
18072009	16	0	0.000000ms
18072010	16	0	0.000000ms
18072011	16	0	0.000000ms
18072012	16	0	0.000000ms
18072013	16	153	1.372000ms
18072014	16	0	0.000000ms
18072015	16	0	0.000000ms
18072016	16	0	0.000000ms
18072017	16	0	0.000000ms
18072018	16	160	0.325000ms
18072019	16	0	0.000000ms
18072020	16	0	0.000000ms
18072021	16	0	0.000000ms
18072022	16	0	0.000000ms
18072023	16	0	0.000000ms
18072024	16	0	0.000000ms
18072025	16	0	0.000000ms
18072026	16	0	0.000000ms
18072027	16	0	0.000000ms
18072028	16	0	0.000000ms
18072029	16	0	0.000000ms
18072030	16	0	0.000000ms
18072031	16	0	0.000000ms
18072032	16	0	0.000000ms
18072033	16	0	0.000000ms
18072034	16	0	0.000000ms
18072035	16	0	0.000000ms
18072036	16	0	0.000000ms
18072037	16	0	0.000000ms
18072038	16	0	0.000000ms
18072039	16	0	0.000000ms
18072040	16	0	0.000000ms
18072041	16	0	0.000000ms
18072042	16	0	0.000000ms
18072043	16	0	0.000000ms
18072044	16	0	0.000000ms
18072045	16	0	0.000000ms
18072046	16	0	0.000000ms
18072047	16	0	0.000000ms
18072048	16	0	0.000000ms
18072049	16	0	0.000000ms
18072050	16	0	0.000000ms
18072051	16	0	0.000000ms
18072052	16	0	0.000000ms
18072053	16	0	0.000000ms
18072054	16	0	0.000000ms
18072055	16	171	0.508000ms
18072056	16	0	0.000000ms
18072057	16	181	0.747000ms
18072058	16	155	1.066000ms
18072059	16	204	0.336000ms
18072060	16	124	0.334000ms
18072061	16	199	1.057000ms
18072062	16	103	0.628000ms
18072063	16	255	0.466000ms
18072064	16	154	0.556000ms
18072065	16	112	0.682000ms
18072066	16	152	0.973000ms
18072067	16	141	0.465000ms
18072068	16	219	0.598000ms
18072069	16	553	0.502000ms
18072070	16	143	0.286000ms
18072071	16	154	1.150000ms
18072072	16	0	0.000000ms
18072073	16	143	0.555000ms
18072074	16	0	0.000000ms
18072075	16	182	0.438000ms
18072076	16	144	1.124000ms
18072077	16	0	0.000000ms
18072078	16	140	0.352000ms
18072079	16	172	0.413000ms
18072080	16	116	0.329000ms
18072081	16	133	0.493000ms
18072084	16	0	0.000000ms
18072085	16	0	0.000000ms
18072086	16	0	0.000000ms
18072087	16	0	0.000000ms
18072088	16	0	0.000000ms
18072089	16	0	0.000000ms
18072090	16	0	0.000000ms
18072091	16	0	0.000000ms
18072092	16	0	0.000000ms
18072093	16	0	0.000000ms
18072094	16	0	0.000000ms
18072095	16	0	0.000000ms
18072096	16	0	0.000000ms
18072097	16	0	0.000000ms
18072098	16	0	0.000000ms
18072099	16	0	0.000000ms
18072100	16	0	0.000000ms
18072101	16	0	0.000000ms
18072102	16	0	0.000000ms
18072103	16	0	0.000000ms
18072104	16	0	0.000000ms
18072105	16	0	0.000000ms
18072106	16	0	0.000000ms
18072107	16	0	0.000000ms
18072108	16	0	0.000000ms
18072109	16	0	0.000000ms
18072110	16	0	0.000000ms
18072111	16	0	0.000000ms
18072112	16	0	0.000000ms
18072113	16	0	0.000000ms
18072114	16	0	0.000000ms
18072115	16	0	0.000000ms
18072116	16	0	0.000000ms
18072117	16	0	0.000000ms
18072118	16	0	0.000000ms
18072119	16	0	0.000000ms
18072120	16	0	0.000000ms
18072121	16	0	0.000000ms
18072122	16	0	0.000000ms
18072123	16	0	0.000000ms
18072124	16	0	0.000000ms
18072125	16	0	0.000000ms
18072126	16	0	0.000000ms
18072127	16	0	0.000000ms
18072128	16	0	0.000000ms
18072129	16	0	0.000000ms
18072130	16	0	0.000000ms
18072131	16	0	0.000000ms
18072132	16	0	0.000000ms
18072133	16	0	0.000000ms
18072134	16	0	0.000000ms
18072135	16	0	0.000000ms
18072136	16	0	0.000000ms
18072137	16	0	0.000000ms
18072138	16	0	0.000000ms
18072139	16	0	0.000000ms
18072140	16	0	0.000000ms
18072141	16	0	0.000000ms
18072142	16	0	0.000000ms
18072143	16	0	0.000000ms
18072144	16	0	0.000000ms
18072145	16	0	0.000000ms
18072146	16	0	0.000000ms
18072147	16	0	0.000000ms
18072148	16	0	0.000000ms
18072149	16	0	0.000000ms
18072150	16	0	0.000000ms
18072151	16	0	0.000000ms
18072152	16	0	0.000000ms
18072153	16	0	0.000000ms
18072154	16	0	0.000000ms
18072155	16	0	0.000000ms
18072156	16	0	0.000000ms
18072157	16	0	0.000000ms
18072158	16	0	0.000000ms
18072159	16	0	0.000000ms
18072160	16	0	0.000000ms
18072161	16	0	0.000000ms
18072162	16	0	0.000000ms
18072163	16	0	0.000000ms
18072164	16	0	0.000000ms
18072165	16	0	0.000000ms
18072166	16	0	0.000000ms
18072167	16	0	0.000000ms
18072168	16	0	0.000000ms
18072169	16	0	0.000000ms
18072170	16	0	0.000000ms
18072171	16	0	0.000000ms
18072172	16	0	0.000000ms
18072173	16	0	0.000000ms
18072174	16	0	0.000000ms
18072175	16	0	0.000000ms
18072176	16	0	0.000000ms
18072177	16	0	0.000000ms
18072178	16	0	0.000000ms
18072179	16	0	0.000000ms
18072180	16	0	0.000000ms
18072181	16	0	0.000000ms
18072182	16	0	0.000000ms
18072183	16	0	0.000000ms
18072184	16	0	0.000000ms
18072185	16	0	0.000000ms
18072186	16	0	0.000000ms
18072187	16	0	0.000000ms
18072188	16	0	0.000000ms
18072189	16	0	0.000000ms
18072190	16	0	0.000000ms
18072191	16	0	0.000000ms
18072192	16	0	0.000000ms
18072193	16	0	0.000000ms
18072194	16	0	0.000000ms
18072195	16	0	0.000000ms
18072196	16	0	0.000000ms
18072197	16	0	0.000000ms
18072198	16	0	0.000000ms
18072199	16	0	0.000000ms
18072200	16	0	0.000000ms
18072201	16	0	0.000000ms
18072202	16	0	0.000000ms
18072203	16	0	0.000000ms
18072204	16	0	0.000000ms
18072205	16	0	0.000000ms
18072206	16	0	0.000000ms
18072207	16	0	0.000000ms
18072208	16	0	0.000000ms
18072209	16	0	0.000000ms
18072210	16	0	0.000000ms
18072211	16	0	0.000000ms
18072212	16	0	0.000000ms
18072213	16	0	0.000000ms
18072214	16	0	0.000000ms
18072215	16	0	0.000000ms
18072216	16	0	0.000000ms
18072217	16	0	0.000000ms
18072218	16	0	0.000000ms
18072219	16	0	0.000000ms
18072220	16	0	0.000000ms
18072221	16	0	0.000000ms
18072222	16	0	0.000000ms
18072223	16	0	0.000000ms
18072224	16	0	0.000000ms
18072225	16	0	0.000000ms
18072226	16	0	0.000000ms
18072227	16	0	0.000000ms
18072228	16	0	0.000000ms
18072229	16	0	0.000000ms
18072230	16	0	0.000000ms
18072231	16	0	0.000000ms
18072232	16	0	0.000000ms
18072233	16	0	0.000000ms
18072234	16	0	0.000000ms
18072235	16	0	0.000000ms
18072236	16	0	0.000000ms
18072237	16	0	0.000000ms
18072238	16	0	0.000000ms
18072239	16	0	0.000000ms
18072240	16	0	0.000000ms
18072241	16	0	0.000000ms
18072242	16	0	0.000000ms
18072243	16	0	0.000000ms
18072244	16	0	0.000000ms
18072245	16	0	0.000000ms
18072246	16	0	0.000000ms
18072247	16	0	0.000000ms
18072248	16	0	0.000000ms
18072249	16	0	0.000000ms
18072250	16	0	0.000000ms
18072251	16	0	0.000000ms
18072252	16	0	0.000000ms
18072253	16	0	0.000000ms
18072254	16	0	0.000000ms
18072255	16	0	0.000000ms
18072256	16	0	0.000000ms
18072257	16	0	0.000000ms
18072258	16	0	0.000000ms
18072259	16	0	0.000000ms
18072260	16	0	0.000000ms
18072261	16	0	0.000000ms
18072262	16	0	0.000000ms
18072263	16	0	0.000000ms
18072264	16	0	0.000000ms
18072265	16	0	0.000000ms
18072266	16	0	0.000000ms
18072267	16	0	0.000000ms
18072268	16	0	0.000000ms
18072269	16	0	0.000000ms
18072270	16	0	0.000000ms
18072271	16	0	0.000000ms
18072272	16	0	0.000000ms
18072273	16	0	0.000000ms
18072274	16	0	0.000000ms
18072275	16	0	0.000000ms
18072276	16	0	0.000000ms
18072277	16	0	0.000000ms
18072278	16	0	0.000000ms
18072279	16	0	0.000000ms
18072280	16	0	0.000000ms
18072281	16	0	0.000000ms
18072282	16	0	0.000000ms
18072283	16	0	0.000000ms
18072284	16	0	0.000000ms
18072285	16	0	0.000000ms
18072286	16	0	0.000000ms
18072287	16	0	0.000000ms
18072288	16	0	0.000000ms
18072289	16	0	0.000000ms
18072290	16	0	0.000000ms
18072291	16	0	0.000000ms
18072292	16	0	0.000000ms
18072293	16	0	0.000000ms
18072294	16	0	0.000000ms
18072295	16	0	0.000000ms
18072296	16	0	0.000000ms
18072297	16	0	0.000000ms
18072298	16	0	0.000000ms
18072299	16	0	0.000000ms
18072300	16	0	0.000000ms
18072301	16	0	0.000000ms
18072302	16	0	0.000000ms
18072303	16	0	0.000000ms
18072304	16	0	0.000000ms
18072305	16	0	0.000000ms
18072306	16	0	0.000000ms
18072307	16	0	0.000000ms
18072308	16	0	0.000000ms
18072309	16	0	0.000000ms
18072310	16	0	0.000000ms
18072311	16	0	0.000000ms
18072312	16	0	0.000000ms
18072313	16	0	0.000000ms
18072314	16	0	0.000000ms
18072315	16	0	0.000000ms
18072316	16	0	0.000000ms
18072317	16	0	0.000000ms
18072318	16	0	0.000000ms
18072319	16	0	0.000000ms
18072320	16	0	0.000000ms
18072321	16	0	0.000000ms
18072322	16	0	0.000000ms
18072323	16	0	0.000000ms
18072324	16	0	0.000000ms
18072325	16	0	0.000000ms
18072326	16	0	0.000000ms
18072327	16	0	0.000000ms
18072328	16	0	0.000000ms
18072329	16	0	0.000000ms
18072330	16	0	0.000000ms
18072331	16	0	0.000000ms
18072332	16	0	0.000000ms
18072333	16	0	0.000000ms
18072334	16	0	0.000000ms
18072335	16	0	0.000000ms
18072336	16	0	0.000000ms
18072337	16	0	0.000000ms
18072338	16	0	0.000000ms
18072339	16	0	0.000000ms
18072340	16	0	0.000000ms
18072341	16	0	0.000000ms
18072342	16	0	0.000000ms
18072343	16	0	0.000000ms
18072344	16	0	0.000000ms
18072345	16	0	0.000000ms
18072346	16	0	0.000000ms
18072347	16	0	0.000000ms
18072348	16	0	0.000000ms
18072349	16	0	0.000000ms
18072350	16	0	0.000000ms
18072351	16	0	0.000000ms
18072352	16	0	0.000000ms
18072353	16	0	0.000000ms
18072354	16	0	0.000000ms
18072355	16	0	0.000000ms
18072356	16	0	0.000000ms
18072357	16	0	0.000000ms
18072358	16	0	0.000000ms
18072359	16	0	0.000000ms
18072360	16	0	0.000000ms
18072361	16	0	0.000000ms
18072362	16	0	0.000000ms
18072363	16	0	0.000000ms
18072364	16	0	0.000000ms
18072365	16	0	0.000000ms
18072366	16	0	0.000000ms
18072367	16	0	0.000000ms
18072368	16	0	0.000000ms
18072369	16	0	0.000000ms
18072370	16	0	0.000000ms
18072371	16	0	0.000000ms
18072372	16	0	0.000000ms
18072373	16	0	0.000000ms
18072374	16	0	0.000000ms
18072375	16	0	0.000000ms
18072376	16	0	0.000000ms
18072377	16	0	0.000000ms
18072378	16	0	0.000000ms
18072379	16	0	0.000000ms
18072380	16	0	0.000000ms
18072381	16	0	0.000000ms
18072382	16	0	0.000000ms
18072383	16	0	0.000000ms
18072384	16	0	0.000000ms
18072385	16	0	0.000000ms
18072386	16	0	0.000000ms
18072387	16	0	0.000000ms
18072388	16	0	0.000000ms
18072389	16	0	0.000000ms
18072390	16	0	0.000000ms
18072391	16	0	0.000000ms
18072392	16	0	0.000000ms
18072393	16	0	0.000000ms
18072394	16	0	0.000000ms
18072395	16	0	0.000000ms
18072396	16	0	0.000000ms
18072397	16	0	0.000000ms
18072398	16	0	0.000000ms
18072399	16	0	0.000000ms
18072400	16	0	0.000000ms
18072401	16	0	0.000000ms
18072402	16	0	0.000000ms
18072403	16	0	0.000000ms
18072404	16	0	0.000000ms
18072405	16	0	0.000000ms
18072406	16	0	0.000000ms
18072407	16	0	0.000000ms
18072408	16	0	0.000000ms
18072409	16	0	0.000000ms
18072410	16	0	0.000000ms
18072411	16	0	0.000000ms
18072412	16	0	0.000000ms
18072413	16	0	0.000000ms
18072414	16	0	0.000000ms
18072415	16	0	0.000000ms
18072416	16	0	0.000000ms
18072417	16	0	0.000000ms
18072418	16	0	0.000000ms
18072419	16	0	0.000000ms
18072420	16	0	0.000000ms
18072421	16	0	0.000000ms
18072422	16	0	0.000000ms
18072423	16	0	0.000000ms
18072424	16	0	0.000000ms
18072425	16	0	0.000000ms
18072426	16	0	0.000000ms
18072427	16	0	0.000000ms
18072428	16	0	0.000000ms
18072429	16	0	0.000000ms
18072430	16	0	0.000000ms
18072431	16	0	0.000000ms
18072432	16	0	0.000000ms
18072433	16	0	0.000000ms
18072434	16	0	0.000000ms
18072435	16	0	0.000000ms
18072436	16	0	0.000000ms
18072437	16	0	0.000000ms
18072438	16	0	0.000000ms
18072439	16	0	0.000000ms
18072440	16	0	0.000000ms
18072441	16	0	0.000000ms
18072442	16	0	0.000000ms
18072443	16	0	0.000000ms
18072444	16	0	0.000000ms
18072445	16	0	0.000000ms
18072446	16	0	0.000000ms
18072447	16	0	0.000000ms
18072448	16	0	0.000000ms
18072449	16	0	0.000000ms
18072450	16	0	0.000000ms
18072451	16	0	0.000000ms
18072452	16	0	0.000000ms
18072453	16	0	0.000000ms
18072454	16	0	0.000000ms
18072455	16	0	0.000000ms
18072456	16	0	0.000000ms
18072457	16	0	0.000000ms
18072458	16	0	0.000000ms
18072459	16	0	0.000000ms
18072460	16	0	0.000000ms
18072461	16	0	0.000000ms
18072462	16	0	0.000000ms
18072463	16	0	0.000000ms
18072464	16	0	0.000000ms
18072465	16	0	0.000000ms
18072466	16	0	0.000000ms
18072467	16	0	0.000000ms
18072468	16	0	0.000000ms
18072469	16	0	0.000000ms
18072470	16	0	0.000000ms
18072471	16	0	0.000000ms
18072472	16	0	0.000000ms
18072473	16	0	0.000000ms
18072474	16	0	0.000000ms
18072475	16	0	0.000000ms
18072476	16	0	0.000000ms
18072477	16	0	0.000000ms
18072478	16	0	0.000000ms
18072479	16	0	0.000000ms
18072480	16	0	0.000000ms
18072481	16	0	0.000000ms
18072482	16	0	0.000000ms
18072483	16	0	0.000000ms
18072484	16	0	0.000000ms
18072485	16	0	0.000000ms
18072486	16	0	0.000000ms
18072487	16	0	0.000000ms
18072488	16	0	0.000000ms
18072489	16	0	0.000000ms
18072490	16	0	0.000000ms
18072491	16	0	0.000000ms
18072492	16	0	0.000000ms
18072493	16	0	0.000000ms
18072494	16	0	0.000000ms
18072495	16	0	0.000000ms
